loss,accuracy
2.0703266078436915,15.707386363636363
1.9557484262199565,22.551136363636363
1.8207359310578217,27.912642045454547
1.7106360067528756,31.53622159090909
1.6384134941141715,33.62997159090909
1.5947364877740091,35.01136363636363
1.5597680895165964,36.13636363636363
1.5343053139407525,36.84943181818182
1.5073647740381686,37.73579545454545
1.4977500495416196,38.29261363636363
1.482325099323961,38.84730113636363
1.4690811050717125,39.40269886363637
1.4454606711356477,39.92542613636363
1.433011282489381,40.68181818181818
1.421006054194136,40.95596590909091
1.4087120464748957,41.54829545454545
1.3964042949744246,41.83806818181818
1.3967305984009395,42.0078125
1.3735377255149863,42.68607954545455
1.3710246969183737,42.86363636363637
1.3614642716605554,43.24857954545455
1.3580320689996535,43.61434659090909
1.3470723654820838,43.76207386363637
1.3412385103716091,43.94957386363637
1.3301658528772267,44.39701704545455
1.3274779756638138,44.26917613636363
1.3170775446448137,44.79900568181818
1.3170909371057695,44.68607954545455
1.313110716175288,44.81463068181818
1.3091628445227714,45.14701704545455
1.3025592149827967,45.3046875
1.292146972803907,45.81107954545455
1.2931090873158113,45.47585227272727
1.2902227075008506,45.9765625
1.300111783372069,45.76704545454545
1.2830586175603622,46.21306818181818
1.2769623210399665,46.35014204545455
1.2747802789831026,46.22940340909091
1.2659132495014505,46.62357954545455
1.2670709603381427,47.12571022727273
1.2643237506378104,47.02130681818182
1.2616493241353468,47.17471590909091
1.2606584342535248,47.14701704545455
1.2591188688423822,47.05397727272727
1.258350474548272,47.19673295454545
1.2488823865370995,47.42897727272727
1.2415426350622014,47.875
1.238044449001212,47.85866477272727
1.238079958426004,47.88139204545455
1.2474702448499473,47.60653409090909
1.2307987153445454,48.45028409090909
1.2420204998925328,48.13707386363637
1.2465639825571666,47.94247159090909
1.2296432202512568,48.3828125
1.2250436756505885,48.42329545454545
1.2207939745858312,48.89346590909091
1.217235833787444,48.67755681818182
1.2186545245772735,48.85298295454545
1.2168793649497358,49.03125
1.212686251594939,49.07457386363637
1.2144858665679665,49.11860795454545
1.2111975334754044,49.15056818181818
1.2192158022133464,49.51420454545455
1.206416076768867,49.61221590909091
1.2008232671174814,49.96875
1.198192086324773,49.89772727272727
1.1996706121770495,49.85440340909091
1.2020500377243892,49.83380681818182
1.1997836622917517,49.74928977272727
1.2001821659505367,50.17045454545455
1.1955554608086294,50.08025568181818
1.2088452495041897,49.73650568181818
1.1897109060294249,50.38920454545455
1.1882683754559944,50.40980113636363
1.183636970521713,50.44886363636363
1.1853207884441046,50.44744318181818
1.1819030840627172,50.75994318181818
1.1805968601679937,50.60440340909091
1.1760673439130187,50.7890625
1.1778444265946746,51.0
1.1823390931399032,50.79048295454545
1.1725700553506613,51.14133522727273
1.1673337159339676,51.51917613636363
1.170833621766757,51.06889204545455
1.1759837856516242,51.31321022727273
1.1811450387943874,51.12997159090909
1.1827440239827742,50.98579545454545
1.1744329883209006,51.35511363636363
1.163702916607938,51.54758522727273
1.1563903612338684,51.82883522727273
1.154485700186342,52.06676136363637
1.1596113617362624,51.55397727272727
1.1588443153199146,51.79545454545455
1.152785874395208,52.21306818181818
1.1649062813005664,51.66477272727273
1.1555810668505728,51.70596590909091
1.1568116327663036,52.18252840909091
1.15366834084588,52.08238636363637
1.1435255653394216,52.41761363636363
1.1599163678474724,52.41193181818182
1.1467004417103122,52.47088068181818
1.1395045202225447,52.56960227272727
1.153538758062165,52.13920454545455
1.143790303306146,52.61576704545455
1.146444430193779,52.75994318181818
1.1472751557488332,52.65696022727273
1.1451165207915686,52.94673295454545
1.1422321674075315,52.93607954545455
1.1409769611941143,52.69247159090909
1.138649510854686,52.97017045454545
1.139808208427646,53.00568181818182
1.138086443682286,53.15553977272727
1.134957600046288,53.20596590909091
1.13571432876316,53.421875
1.1306622830981559,53.26491477272727
1.1256620051254602,53.27627840909091
1.1294229923832146,53.1484375
1.1310126660815016,53.30397727272727
1.1222455189140006,53.48579545454545
1.129374534399672,53.34232954545455
1.1371238242665476,53.48011363636363
1.1203440536575562,53.81534090909091
1.1248114404945888,53.39914772727273
1.1182095515118404,54.1171875
1.1237888889048586,53.43607954545455
1.1256482937288554,53.36789772727273
1.1150801494209603,53.93607954545455
1.1169217008758674,53.92613636363637
1.1188264324499124,54.11434659090909
1.1272533979182215,53.97372159090909
1.1083664420822805,54.31178977272727
1.1175880772061646,54.02201704545455
1.1172561411407183,54.02627840909091
1.110234447077594,54.21803977272727
1.1101344438608398,54.21164772727273
1.1051523743874647,54.63920454545455
1.104258484164761,54.35227272727273
1.1025072891603818,54.75639204545455
1.1109241708181798,54.34588068181818
1.1149346782317893,54.41903409090909
1.108475598675961,54.61363636363637
1.0976199691437862,54.91619318181818
1.1019621739925987,54.72230113636363
1.098245108246126,54.74928977272727
1.1020413129167124,54.79545454545455
1.1035387061366981,54.49076704545455
1.092988390348513,55.05184659090909
1.100138541734354,54.86008522727273
1.0959595639935948,54.7890625
1.101450258442624,54.61363636363637
1.0884596297348088,55.00497159090909
1.0965275789018383,55.07173295454545
1.094579102979465,54.85227272727273
1.0921092199754308,54.97727272727273
1.0948433227921752,54.98295454545455
1.0993791633624246,55.0234375
1.0874064267105,55.08096590909091
1.0862590906802903,55.26207386363637
1.0878924483179369,55.37784090909091
1.083342393309894,55.49857954545455
1.0896849216977982,55.15625
1.0910467038100415,55.23082386363637
1.087526967410337,55.36647727272727
1.0920129014094444,55.07457386363637
1.080454428172247,55.74928977272727
1.0775599421679296,55.94389204545455
1.087816094090654,55.38778409090909
1.0911618765358897,55.31036931818182
1.0864339536902579,55.61860795454545
1.087005658498542,55.39914772727273
1.082705616061999,55.82883522727273
1.084815340963277,55.31392045454545
1.083303329196166,55.99005681818182
1.077089198695665,55.72230113636363
1.0729208279570395,56.0078125
1.0705718282948842,56.21235795454545
1.07790483309972,55.75426136363637
1.0745157097381624,56.07457386363637
1.073808688374067,56.06463068181818
1.075754356274212,56.08380681818182
1.0715200442143462,56.02698863636363
1.0689609173092653,56.24502840909091
1.0730556474405935,56.02769886363637
1.0627544991333375,56.56960227272727
1.0702091265385123,56.35440340909091
1.0714857174845582,56.20241477272727
1.064345955806361,56.49502840909091
1.058172655122524,56.75284090909091
1.0623448586768724,56.62073863636363
1.0622945006682791,56.64985795454545
1.0736857133663513,56.75710227272727
1.0636761198666962,56.53196022727273
1.0662578774446791,56.32528409090909
1.0581761090592905,56.90838068181818
1.0771926900964568,56.25426136363637
1.0707463625903157,56.33948863636363
1.0593431403606453,56.64985795454545
1.0748639022931457,56.50568181818182
1.0679858726110647,56.38778409090909
1.065484485546635,56.55610795454545
1.0664988254958934,56.49360795454545
1.055374497209083,56.66761363636363
1.0533667879433117,57.09446022727273
1.0580761261623015,56.91548295454545
1.0541616146114061,57.06321022727273
1.0584539706310765,56.86505681818182
1.0612279145385732,56.81107954545455
1.0605073071254247,56.80326704545455
1.054004645525393,56.92542613636363
1.0572793156501243,56.98366477272727
1.05736490521072,56.66477272727273
1.0554417179982094,57.13423295454545
1.0515546548518946,56.92116477272727
1.048891991884871,57.48295454545455
1.0520321979102762,57.18963068181818
1.054363097318194,57.59375
1.0500148604623973,57.04261363636363
1.0418604949743233,57.53764204545455
1.0461658697829328,57.23153409090909
1.0469325471838766,57.41761363636363
1.0486641027117996,57.515625
1.0410195194946772,57.57883522727273
1.0529935432343998,57.22585227272727
1.0527375163510442,57.21519886363637
1.042037902272899,57.73579545454545
1.036071617706594,57.84872159090909
1.0443135399625383,57.75071022727273
1.0533537278798493,57.41122159090909
1.0476386068727483,57.3984375
1.042335570451211,57.38991477272727
1.040115996052257,57.63920454545455
1.0436970673247494,57.58948863636363
1.0427172334695405,57.87215909090909
1.0412839143960313,57.72301136363637
1.0340938457626512,58.01917613636363
1.0373371994884855,57.73721590909091
1.0416294192810627,57.35866477272727
1.0385681401345541,57.67897727272727
1.0412878259931775,57.72514204545455
1.0520292893052101,57.45099431818182
1.036288877864453,57.79900568181818
1.0505518177947537,57.66193181818182
1.0386649254624816,57.69815340909091
1.0395253654992715,58.109375
1.0355194708417086,57.9921875
1.0314254483462058,58.04545454545455
1.0358812243423678,57.86505681818182
1.0227984305132518,58.5703125
1.0367171807553281,58.06676136363637
1.028332463465631,58.38494318181818
1.030653007667173,58.14488636363637
1.0319052945229819,57.953125
1.030237351925197,58.14559659090909
1.037546750073406,58.18607954545455
1.0438266766511581,57.78409090909091
1.0244732856411825,58.53338068181818
1.0344875523058528,58.1953125
1.0304124986075542,58.47372159090909
1.0265120378356765,58.34090909090909
1.0314713715660302,58.25355113636363
1.0258245338177816,58.44815340909091
1.0277925107458776,58.58309659090909
1.0216769036328928,58.06107954545455
1.0296188430775972,58.19602272727273
1.0325079304166138,58.1484375
1.0151833072304726,58.79545454545455
1.0239775696007365,58.54403409090909
1.0286188059994443,58.37784090909091
1.0194283398714932,58.63920454545455
1.0309901182878425,58.37073863636363
1.0280672241086988,58.24076704545455
1.0213729269717904,58.57457386363637
1.0320777223784139,58.43465909090909
1.025139957666397,58.62002840909091
1.0299919438971714,58.54829545454545
1.02613488080996,58.51349431818182
1.0245280123569749,58.54119318181818
1.0166738710196859,58.89701704545455
1.0206101093525914,58.6171875
1.0110961227593096,58.84943181818182
1.020001437642019,58.76065340909091
1.0120686567811803,58.83451704545455
1.014070860194889,58.7890625
1.0209435148757289,58.84588068181818
1.0191207461228424,58.98579545454545
1.0224432233636351,58.78053977272727
1.0177093894136222,58.99715909090909
1.0284266569228335,58.61008522727273
1.0170821500518783,58.70099431818182
1.0162193709984422,58.96306818181818
1.0117472763257949,58.99573863636363
1.0069281805983998,59.25355113636363
1.0127136835151098,59.1171875
1.0137626336125487,58.68323863636363
1.0134729732843963,59.04758522727273
1.0128028237853537,58.82315340909091
1.0147692136974498,58.90482954545455
1.0160042856057936,58.98579545454545
1.0146110868928107,58.91974431818182
1.013396656733345,58.88139204545455
1.0082303282212128,59.37073863636363
1.018567152787,59.05184659090909
1.016563102264296,59.13423295454545
1.0047371244820005,59.15411931818182
1.0093461509201338,59.13991477272727
1.0108021830039269,59.12571022727273
1.0152215969494798,58.75284090909091
1.0083812780424275,59.26917613636363
1.010097077666697,59.45738636363637
1.0055834902450442,59.18181818181818
1.0041840538721194,59.31605113636363
1.0039178995330902,59.24644886363637
1.0128176249140366,59.21022727272727
1.0084259802983566,59.15198863636363
1.0039318237369033,59.42471590909091
1.0104199083606629,59.22798295454545
1.0107452608221634,59.35795454545455
0.9989260198040442,59.35866477272727
0.9997093566185371,59.46732954545455
1.0020749123597688,59.46519886363637
0.9972090689380738,59.53835227272727
0.9985955624248494,59.59730113636363
1.006611684675921,59.37215909090909
0.9935193809003315,59.68181818181818
1.002360008318316,59.25213068181818
0.9971535635096106,59.38707386363637
1.0040620297024196,59.19602272727273
1.0034334366209805,59.76136363636363
0.9966282666322183,59.54900568181818
1.0050777292556383,59.58522727272727
1.0031457872722636,59.42258522727273
1.0027350932359695,59.48934659090909
0.9972048505971377,59.78622159090909
1.000106046272611,59.68607954545455
1.00304804247042,59.77698863636363
0.9950113140723922,59.78196022727273
0.9953401658091355,59.67826704545455
0.9947072945704515,59.69034090909091
0.9940631559795954,59.76136363636363
0.9984571600586853,59.62215909090909
0.999251108743589,59.54758522727273
0.996906241148033,59.703125
0.994239963548766,59.87642045454545
0.9931289990517226,59.69744318181818
0.9905033758418127,59.84375
1.0038876581344416,59.6953125
0.990307152482935,59.9765625
0.9994849619794298,59.79474431818182
1.0016774070787837,59.59375
0.9892091491598297,59.95099431818182
0.9925838709724221,59.875
0.9914497546428307,59.84090909090909
0.9991872824135829,60.03693181818182
0.9883444092913785,60.02840909090909
0.9873453561978583,59.94815340909091
0.9986463278447363,59.84730113636363
0.9966779730536721,59.63423295454545
0.9988031421618705,59.81960227272727
0.9934048293666407,60.11008522727273
0.9913041869347746,60.11221590909091
0.9880569249137559,60.10369318181818
0.9924422756938095,60.0859375
0.9926596994257786,60.0546875
0.9847792977128517,60.2578125
0.986673116937957,60.17471590909091
1.0005108851685443,59.77201704545455
0.9908721700141375,60.26207386363637
0.9893315281210975,60.0234375
0.9861912041140551,60.10724431818182
0.9856274124573577,60.12073863636363
0.9874289551411163,60.2421875
0.9876772756264969,59.96022727272727
0.9889646263115786,60.21377840909091
0.982832202560861,60.22372159090909
0.994773191230541,59.96519886363637
0.9893969216129996,60.10653409090909
0.9823576835492118,60.34730113636363
0.9915097735991533,60.06676136363637
0.9849994983100756,60.59659090909091
0.9790878579951823,60.62002840909091
0.9902185684662651,59.88565340909091
0.9929665344005282,60.07670454545455
0.9799052545462142,60.77627840909091
0.9864902081476017,60.51207386363637
0.9846743529408493,60.35440340909091
0.9770963118750263,60.58806818181818
0.9856302584521472,60.40056818181818
0.9866390850987624,60.13849431818182
0.9842914399182932,60.40056818181818
0.9813367987728931,60.47230113636363
0.9733037830923091,60.73792613636363
0.9888994982042774,60.17045454545455
0.9868187557651915,60.42542613636363
0.977968368679285,60.38707386363637
0.9817204679023813,60.31960227272727
0.9849715054627847,60.43536931818182
0.9843736031854694,60.390625
0.9746633959426121,60.63210227272727
0.9785585732368584,60.52485795454545
0.9784712896004997,60.45596590909091
0.9841541288928553,60.19460227272727
0.9814687587574802,60.20028409090909
0.9804015382701023,60.51846590909091
0.977778504348614,60.43323863636363
0.9809774427928708,60.34872159090909
0.9719956741583619,60.765625
0.9758452014489607,60.6015625
0.982843273022974,60.58451704545455
0.9794760414991867,60.55042613636363
0.9759367048232392,60.79261363636363
0.9753018518571149,60.6953125
0.9783021345819262,60.67755681818182
0.9816876646893268,60.54545454545455
0.9776810196397657,60.73934659090909
0.9797257953746752,60.41051136363637
0.9771972295658832,60.53693181818182
0.973797873551534,60.61079545454545
0.9705463362095709,60.74857954545455
0.9781304862434891,60.77840909090909
0.9743152247233824,60.65553977272727
0.9720059578645636,60.79829545454545
0.9861170961944894,60.49857954545455
0.9714665310457349,60.91548295454545
0.9689109596339139,60.88423295454545
0.971791085914116,60.67045454545455
0.9747371549125422,60.77911931818182
0.9637479172088206,61.22514204545455
0.9766578906300393,60.76349431818182
0.9674755228175358,61.05823863636363
0.9703339696438475,60.79190340909091
0.9781599428758703,60.39133522727273
0.9752687431702559,60.8125
0.9716353080743416,60.88210227272727
0.9682002244517207,60.84446022727273
0.9742852600545369,60.88849431818182
0.9797163172625005,60.86931818181818
0.9631666598672216,61.51846590909091
0.9751049380072139,60.68181818181818
0.9635920464484529,61.21661931818182
0.9690121406773952,61.14630681818182
0.9742615592919968,61.23792613636363
0.9718057078902017,60.78409090909091
0.9725828489966013,60.67755681818182
0.9673270791430365,61.34232954545455
0.9684538448398764,61.10227272727273
0.9690087297084656,60.77130681818182
0.9682849214666269,60.94815340909091
0.9671073447150941,61.15198863636363
0.9659668820571493,61.40696022727273
0.9708957954479213,60.86221590909091
0.9797348166731271,60.86292613636363
0.9742372788658197,60.87571022727273
0.9717179360291497,61.22869318181818
0.9631001544608311,61.15980113636363
0.9625401981174946,61.46306818181818
0.9626709998331286,60.98153409090909
0.9658123853362419,61.35085227272727
0.9618381413377144,61.05113636363637
0.9646866768598557,61.24360795454545
0.9617387557148256,61.25
0.9626351891678165,61.17258522727273
0.9660237000577829,61.31889204545455
0.9578759775666351,61.32954545454545
0.9670018512247638,60.85085227272727
0.9658045575700023,61.16761363636363
0.9662711894224313,60.90696022727273
0.9770876581949944,60.94247159090909
0.9535694716667588,61.49076704545455
0.9674021423878995,60.92471590909091
0.9686619578014043,61.31747159090909
0.9712805855087936,61.13139204545455
0.9623727580871094,61.22940340909091
0.9612082634967837,61.32741477272727
0.9782457171346653,61.06463068181818
0.9629258472811092,61.36434659090909
0.9697343926792118,61.26136363636363
0.9603291777470573,61.34375
0.9560122134333308,61.50355113636363
0.9651015034284104,61.28835227272727
0.9659582596187565,61.07741477272727
0.964331360660832,61.55326704545455
0.9576699729077518,61.32244318181818
0.9643461387604475,61.35014204545455
0.9614003708755429,61.28693181818182
0.9658998730169102,61.10298295454545
0.9653907104141333,61.02059659090909
0.9597331885756417,61.49076704545455
0.9626035018908706,61.22443181818182
0.957756625869396,61.48011363636363
0.9590665144337849,61.32457386363637
0.963774478147653,61.20028409090909
0.9609082263301719,61.51988636363637
0.9560097676109184,61.49431818181818
0.9524094599129801,61.75213068181818
0.9655216818421402,61.39133522727273
0.9635575784539635,61.72372159090909
0.9665801779536362,61.26420454545455
0.960291981273754,61.28267045454545
0.9552455832335082,61.41548295454545
0.964320227376778,61.33806818181818
